seq_beneficiario;dt_inicio_direito;des_categoria;desc_entidade;val_redutor_teto;municipio;uf;dt_requerimento;dt_doc_completa;dt_deferimento;mes_deferimento;dias_uteis_concessao;;;;;;
189227;30/11/2024;CONJUGE;SECRETARIA DE EDUCACAO;1518;BELO HORIZONTE;MG;21/01/2025;24/01/2025;29/01/2025;Janeiro;4;;;;;;
189228;04/01/2025;CONJUGE;SECRETARIA DE SAUDE;2913,14;ANDRELANDIA;MG;21/01/2025;23/01/2025;27/01/2025;Janeiro;3;;;;;;
189229;07/01/2025;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1603,01;OLIVEIRA;MG;22/01/2025;27/01/2025;28/01/2025;Janeiro;2;;;;;;
189232;31/12/2024;CONJUGE;SECRETARIA DE EDUCACAO;3380,99;LAGOA DA PRATA;MG;08/01/2025;08/01/2025;13/02/2025;Fevereiro;27;;;;;;
189238;01/02/2025;FILHO(A);SECRETARIA DE EDUCACAO;1518;LAGOA DOS PATOS;MG;09/01/2025;21/11/2024;05/02/2025;Fevereiro;55;;;;;;
189239;01/12/2024;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;3919,84;BELO HORIZONTE;MG;22/01/2025;27/01/2025;28/01/2025;Janeiro;2;;;;;;
189241;26/11/2024;COMPANHEIRO(A);SECRETARIA DE EDUCACAO;2108,67;PIRAPORA;MG;22/01/2025;28/01/2025;29/01/2025;Janeiro;2;;;;;;
189242;14/01/2025;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;2558,86;ARACUAI;MG;21/01/2025;27/01/2025;29/01/2025;Janeiro;3;;;;;;
189243;28/12/2024;CONJUGE;UNIMONTES UNIV MONTES CLAROS;3459,83;MONTES CLAROS;MG;22/01/2025;27/01/2025;28/01/2025;Janeiro;2;;;;;;
189244;28/12/2024;FILHO(A);UNIMONTES UNIV MONTES CLAROS;3459,83;MONTES CLAROS;MG;23/01/2025;27/01/2025;28/01/2025;Janeiro;2;;;;;;
189245;28/12/2024;FILHO(A);UNIMONTES UNIV MONTES CLAROS;3459,83;MONTES CLAROS;MG;24/01/2025;27/01/2025;28/01/2025;Janeiro;2;;;;;;
189246;02/01/2025;CONJUGE;POLICIA CIVIL;12100,83;BELO HORIZONTE;MG;23/01/2025;28/01/2025;29/01/2025;Janeiro;2;;;;;;
189249;08/11/2024;CONJUGE;SECRETARIA DE EDUCACAO;3211,91;GOVERNADOR VALADARES;MG;23/01/2025;12/02/2025;13/02/2025;Fevereiro;2;;;;;;
189250;02/04/2024;CONJUGE;SECRETARIA DA EDUCACAO;1518;LIBERDADE;MG;03/05/2024;28/01/2025;29/01/2025;Janeiro;2;;;;;;
189251;07/12/2024;CONJUGE;SECRETARIA DE EDUCACAO;1518;SAO DOMINGOS DO PRATA;MG;23/01/2025;28/01/2025;31/01/2025;Janeiro;4;;;;;;
189256;31/12/2024;EX-CONJUGE COM PENSAO ALIMENTICIA;MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS - PROCURADORIA GERAL DA JUSTICA;30953,83;BRUMADINHO;MG;15/01/2025;15/01/2025;30/01/2025;Janeiro;12;;;;;;
189258;31/12/2024;COMPANHEIRO(A);MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS - PROCURADORIA GERAL DA JUSTICA;30953,83;BELO HORIZONTE;MG;16/01/2025;29/01/2025;30/01/2025;Janeiro;2;;;;;;
189264;25/12/2024;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1747,93;DESEMBARGADOR OTONI;MG;22/01/2025;27/01/2025;29/01/2025;Janeiro;3;;;;;;
189267;25/11/2024;CONJUGE;SECRETARIA DE EDUCACAO;4445,67;CAMPOS GERAIS;MG;14/01/2025;29/01/2025;30/01/2025;Janeiro;2;;;;;;
189268;19/01/2025;CONJUGE;SEC DE PLANEJAMENTO E GESTAO;7383,62;BELO HORIZONTE;MG;24/01/2025;24/01/2025;03/02/2025;Fevereiro;7;;;;;;
189271;15/11/2024;CONJUGE;SECRETARIA DE ESTADO DE GOVERNO;4262,07;BELO HORIZONTE;MG;24/01/2025;24/01/2025;03/02/2025;Fevereiro;7;;;;;;
189273;12/11/2024;CONJUGE;SECRETARIA DE EDUCACAO;1518;UBERLANDIA;MG;24/01/2025;24/01/2025;31/01/2025;Janeiro;6;;;;;;
189275;14/12/2024;CONJUGE;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG;1688,35;GUANHAES;MG;28/01/2025;30/01/2025;30/01/2025;Janeiro;1;;;;;;
189277;01/02/2025;FILHO(A);SECRETARIA DE EDUCACAO;1518;CORONEL FABRICIANO;MG;06/09/2024;22/10/2024;03/02/2025;Fevereiro;75;;;;;;
189278;01/02/2025;FILHO(A);SECRETARIA DE EDUCACAO;1518;CORONEL FABRICIANO;MG;06/06/2024;22/10/2024;03/02/2025;Fevereiro;75;;;;;;
189281;10/04/2024;COMPANHEIRO(A);SECRETARIA DE EDUCACAO;1518;ALFENAS;MG;26/06/2024;29/01/2025;03/02/2025;Fevereiro;4;;;;;;
189282;19/01/2025;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;12514,1;BELO HORIZONTE;MG;27/01/2025;29/01/2025;31/01/2025;Janeiro;3;;;;;;
189285;28/12/2024;CONJUGE;FHEMIG FUND HOSPITALAR EST MG;2075,94;JUIZ DE FORA;MG;24/01/2025;29/01/2025;03/02/2025;Fevereiro;4;;;;;;
189286;16/12/2024;CONJUGE;SECRETARIA DE EDUCACAO;2805,12;CORDISBURGO;MG;24/01/2025;29/01/2025;31/01/2025;Janeiro;3;;;;;;
189287;06/12/2024;CONJUGE;SECRETARIA DE EDUCACAO;4078,8;VARGINHA;MG;27/01/2025;29/01/2025;31/01/2025;Janeiro;3;;;;;;
189288;05/08/2024;CONJUGE;SECRETARIA DE EDUCACAO;2315,56;CONCEICAO DE IPANEMA;MG;09/08/2024;29/01/2025;31/01/2025;Janeiro;3;;;;;;
189289;17/01/2025;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;3079,63;BELO HORIZONTE;MG;24/01/2025;29/01/2025;31/01/2025;Janeiro;3;;;;;;
189291;27/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;2597,21;SAO JOAO EVANGELISTA;MG;27/01/2025;29/01/2025;31/01/2025;Janeiro;3;;;;;;
189292;16/01/2025;CONJUGE;MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS - PROCURADORIA GERAL DA JUSTICA;30805,96;BELO HORIZONTE;MG;30/01/2025;30/01/2025;31/01/2025;Janeiro;2;;;;;;
189293;26/11/2023;FILHO(A) INVALIDO(A);TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;13467,16;BELO HORIZONTE;MG;18/01/2024;18/01/2024;31/01/2025;Janeiro;272;;;;;;
189295;15/09/2024;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;15519,57;POCOS DE CALDAS;MG;09/12/2024;30/01/2025;31/01/2025;Janeiro;2;;;;;;
189297;16/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;3350,15;BETIM;MG;28/01/2025;31/01/2025;03/02/2025;Fevereiro;2;;;;;;
189298;18/01/2025;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;2413,77;CONTAGEM;MG;27/01/2025;29/01/2025;03/02/2025;Fevereiro;4;;;;;;
189299;13/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;1518;MONTES CLAROS;MG;29/01/2025;31/01/2025;03/02/2025;Fevereiro;2;;;;;;
189303;21/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;3580,49;CARANDAI;MG;27/01/2025;31/01/2025;04/02/2025;Fevereiro;3;;;;;;
189306;22/10/2024;CONJUGE;SECRETARIA DE EDUCACAO;1518;SETE LAGOAS;MG;23/12/2024;31/01/2025;04/02/2025;Fevereiro;3;;;;;;
189307;02/12/2024;CONJUGE;SECRETARIA DA FAZENDA;2083,95;BELO HORIZONTE;MG;02/12/2024;16/12/2024;03/02/2025;Fevereiro;36;;;;;;
189309;28/12/2024;CONJUGE;SECRETARIA DA FAZENDA;33480,79;JUIZ DE FORA;MG;13/01/2025;03/02/2025;04/02/2025;Fevereiro;2;;;;;;
189311;18/12/2024;CONJUGE;SECRETARIA DE EDUCACAO;1518;IPANEMA;MG;06/01/2025;03/02/2025;06/02/2025;Fevereiro;4;;;;;;
189313;09/08/2024;FILHO(A) INVALIDO(A);SECRETARIA DE EDUCACAO;2794,09;ALMENARA;MG;09/08/2024;09/08/2024;04/02/2025;Fevereiro;128;;;;;;
189315;03/11/2024;CONJUGE;SECRETARIA DE EDUCACAO;3730,87;JANAUBA;MG;28/01/2025;31/01/2025;04/02/2025;Fevereiro;3;;;;;;
189316;29/12/2024;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;6432,82;BELO HORIZONTE;MG;13/01/2025;03/02/2025;04/02/2025;Fevereiro;2;;;;;;
189318;26/11/2023;COMPANHEIRO(A);DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;6853,72;ARAGUARI;MG;09/01/2024;03/02/2025;04/02/2025;Fevereiro;2;;;;;;
189319;25/01/2025;CONJUGE;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;35270,17;BELO HORIZONTE;MG;30/01/2025;03/02/2025;04/02/2025;Fevereiro;2;;;;;;
189320;03/12/2024;CONJUGE;SECRETARIA DE EDUCACAO;1518;BETIM;MG;13/01/2025;03/02/2025;05/02/2025;Fevereiro;3;;;;;;
189321;20/12/2024;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;13695,44;VISCONDE DO RIO BRANCO;MG;31/01/2025;03/02/2025;05/02/2025;Fevereiro;3;;;;;;
189322;22/01/2025;CONJUGE;POLICIA CIVIL;12100,82;POCOS DE CALDAS;MG;30/01/2025;03/02/2025;04/02/2025;Fevereiro;2;;;;;;
189326;20/12/2024;CONJUGE;SEC DE PLANEJAMENTO E GESTAO;3753,35;BELO HORIZONTE;MG;03/02/2025;03/02/2025;05/02/2025;Fevereiro;3;;;;;;
189327;07/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;2477,81;PASSOS;MG;15/01/2025;04/02/2025;07/02/2025;Fevereiro;4;;;;;;
189328;10/01/2025;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;2624,59;GUIRICEMA;MG;27/01/2025;30/01/2025;05/02/2025;Fevereiro;5;;;;;;
189332;28/01/2025;CONJUGE;POLICIA CIVIL;4963,82;TIMOTEO;MG;28/01/2025;28/01/2025;07/02/2025;Fevereiro;9;;;;;;
189333;06/12/2024;CONJUGE;SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;3971,39;CONTAGEM;MG;20/01/2025;09/02/2025;10/02/2025;Fevereiro;1;;;;;;
189334;06/12/2024;FILHO(A);SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;3971,39;CONTAGEM;MG;06/01/2025;09/02/2025;10/02/2025;Fevereiro;1;;;;;;
189335;06/12/2024;FILHO(A);SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;3971,39;CONTAGEM;MG;06/01/2025;09/02/2025;10/02/2025;Fevereiro;1;;;;;;
189336;06/12/2024;FILHO(A);SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;3971,39;CONTAGEM;MG;20/01/2025;09/02/2025;10/02/2025;Fevereiro;1;;;;;;
189340;22/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;1518;JUVENILIA;MG;22/01/2025;05/02/2025;07/02/2025;Fevereiro;3;;;;;;
189341;17/11/2024;CONJUGE;SECRETARIA DE EDUCACAO;2979,56;UBERLANDIA;MG;30/12/2024;05/02/2025;05/02/2025;Fevereiro;1;;;;;;
189343;03/02/2025;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;2397,52;MARIO CAMPOS;MG;03/02/2025;05/02/2025;06/02/2025;Fevereiro;2;;;;;;
189344;31/12/2024;CONJUGE;SECRETARIA DE EDUCACAO;1602,88;OURO PRETO;MG;04/02/2025;05/02/2025;07/02/2025;Fevereiro;3;;;;;;
189345;12/01/2025;CONJUGE;SECRETARIA DE SAUDE;1518;CONTAGEM;MG;03/02/2025;05/02/2025;06/02/2025;Fevereiro;2;;;;;;
189350;01/11/2024;CONJUGE;SECRETARIA DE EDUCACAO;1518;SANTA LUZIA;MG;20/01/2025;31/01/2025;07/02/2025;Fevereiro;6;;;;;;
189356;10/11/2024;CONJUGE;SECRETARIA DE EDUCACAO;3273,34;ARAXA;MG;18/12/2024;13/01/2025;06/02/2025;Fevereiro;19;;;;;;
189360;19/11/2024;CONJUGE;SECRETARIA DE EDUCACAO;1518;BERTOPOLIS;MG;16/01/2025;21/01/2025;06/02/2025;Fevereiro;13;;;;;;
189365;29/09/2024;CONJUGE;SECRETARIA DE EDUCACAO;1518;BOM JESUS DO AMPARO;MG;27/12/2024;09/01/2025;07/02/2025;Fevereiro;22;;;;;;
189366;02/01/2025;CONJUGE;SECRETARIA DE SAUDE;3143,62;BOCAIUVA;MG;25/01/2025;05/02/2025;07/02/2025;Fevereiro;3;;;;;;
189367;10/12/2024;CONJUGE;SECRETARIA DE EDUCACAO;7295,63;SANTANA DO PARAISO;MG;23/12/2024;06/02/2025;11/02/2025;Fevereiro;4;;;;;;
189368;13/11/2024;CONJUGE;SECRETARIA DE EDUCACAO;1939,64;MARIANA;MG;21/01/2025;06/02/2025;07/02/2025;Fevereiro;2;;;;;;
189369;17/01/2025;CONJUGE;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;1518;BELO HORIZONTE;MG;24/01/2025;05/02/2025;07/02/2025;Fevereiro;3;;;;;;
189370;19/12/2024;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;30953,83;BELO HORIZONTE;MG;04/02/2024;06/02/2025;07/02/2025;Fevereiro;2;;;;;;
189371;26/01/2025;CONJUGE;POLICIA CIVIL;5387,11;UBERABA;MG;04/02/2025;05/02/2025;07/02/2025;Fevereiro;3;;;;;;
189372;26/01/2025;FILHO(A);POLICIA CIVIL;5387,11;UBERABA;MG;04/02/2025;05/02/2025;07/02/2025;Fevereiro;3;;;;;;
189373;21/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;3219,37;BOCAIUVA;MG;21/01/2025;05/02/2025;10/02/2025;Fevereiro;4;;;;;;
189374;03/01/2025;CONJUGE;POLICIA CIVIL;13311,82;CONTAGEM;MG;16/01/2025;06/02/2025;10/02/2025;Fevereiro;3;;;;;;
189375;03/01/2025;FILHO(A);POLICIA CIVIL;13311,82;BELO HORIZONTE;MG;06/02/2025;06/02/2025;10/02/2025;Fevereiro;3;;;;;;
189376;19/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;2091,72;LAGOA SANTA;MG;04/02/2025;05/02/2025;11/02/2025;Fevereiro;5;;;;;;
189383;19/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;1942,38;ARICANDUVA;MG;28/01/2025;04/02/2025;11/02/2025;Fevereiro;6;;;;;;
189384;06/01/2025;CONJUGE;POLICIA CIVIL;8772,81;IGARAPE;MG;28/01/2025;07/02/2025;11/02/2025;Fevereiro;3;;;;;;
189385;31/12/2024;CONJUGE;SECRETARIA DE EDUCACAO;1518;CARATINGA;MG;04/02/2025;07/02/2025;11/02/2025;Fevereiro;3;;;;;;
189387;16/01/2025;CONJUGE;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG;1912,68;PEDRA AZUL;MG;27/01/2025;10/02/2025;11/02/2025;Fevereiro;2;;;;;;
189393;24/11/2024;CONJUGE;SECRETARIA DE SAUDE;1518;MONTES CLAROS;MG;07/02/2025;11/02/2025;13/02/2025;Fevereiro;3;;;;;;
189394;03/09/2024;FILHO(A) INVALIDO(A);SECRETARIA DE EDUCACAO;2827,83;RIBEIRAO DAS NEVES;MG;02/10/2024;02/10/2024;13/02/2025;Fevereiro;97;;;;;;
189395;20/12/2024;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;3919,84;CURVELO;MG;06/02/2025;11/02/2025;13/02/2025;Fevereiro;3;;;;;;
189399;21/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;1923,65;DIVINOPOLIS;MG;31/01/2025;05/02/2025;13/02/2025;Fevereiro;7;;;;;;
189401;11/12/2024;CONJUGE;SECRETARIA DE EDUCACAO;3403,5;SERTAOZINHO;SP;11/12/2024;10/02/2025;21/02/2025;Fevereiro;10;;;;;;
189402;12/01/2025;CONJUGE;SECRETARIA DE GOVERNO;5520,73;BELO HORIZONTE;MG;11/02/2025;12/02/2025;12/02/2025;Fevereiro;1;;;;;;
189403;14/01/2025;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;1518;DIVINOPOLIS;MG;03/02/2025;10/02/2025;13/02/2025;Fevereiro;4;;;;;;
189404;22/08/2024;FILHO(A) INVALIDO(A);SEC DE PLANEJAMENTO E GESTAO;2907,99;BRUMADINHO;MG;22/08/2024;22/08/2024;13/02/2025;Fevereiro;126;;;;;;
189405;03/01/2025;CONJUGE;POLICIA CIVIL;12100,82;BRUMADINHO;MG;24/01/2025;12/02/2025;14/02/2025;Fevereiro;3;;;;;;
189406;08/11/2024;COMPANHEIRO(A);SECRETARIA DE SAUDE;4315,04;BOTELHOS;MG;28/01/2025;11/02/2025;21/02/2025;Fevereiro;9;;;;;;
189412;25/12/2024;CONJUGE;SECRETARIA DE EDUCACAO;1976,3;OURO PRETO;MG;31/01/2025;11/02/2025;14/02/2025;Fevereiro;4;;;;;;
189413;14/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;1518;BELO HORIZONTE;MG;13/02/2025;13/02/2025;14/02/2025;Fevereiro;2;;;;;;
189414;13/01/2025;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;10518,75;MACHADO;MG;05/02/2025;10/02/2025;14/02/2025;Fevereiro;5;;;;;;
189416;02/02/2025;CONJUGE;SECRETARIA DE EDUCACAO;1518;SAO SEBASTIAO DA VARGEM ALEGRE;MG;10/02/2025;13/02/2025;18/02/2025;Fevereiro;4;;;;;;
189423;25/04/2024;COMPANHEIRO(A);POLICIA CIVIL;12184,81;BELO HORIZONTE;MG;25/04/2024;14/02/2025;17/02/2025;Fevereiro;2;;;;;;
189425;05/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;3018,97;PAINEIRAS;MG;15/01/2025;14/02/2025;18/02/2025;Fevereiro;3;;;;;;
189427;22/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;2548,57;PARA DE MINAS;MG;03/02/2025;04/02/2025;17/02/2025;Fevereiro;10;;;;;;
189428;04/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;4210,19;BELO HORIZONTE;MG;04/02/2025;14/02/2025;17/02/2025;Fevereiro;2;;;;;;
189429;11/02/2025;CONJUGE;SECRETARIA DE EDUCACAO;2867,63;BELO HORIZONTE;MG;11/02/2025;14/02/2025;17/02/2025;Fevereiro;2;;;;;;
189430;20/12/2024;CONJUGE;SECRETARIA DE EDUCACAO;2000,5;POTE;MG;30/01/2025;14/02/2025;17/02/2025;Fevereiro;2;;;;;;
189431;28/10/2024;CONJUGE;SECRETARIA DA FAZENDA;34712,21;BELO HORIZONTE;MG;23/12/2024;17/02/2025;18/02/2025;Fevereiro;2;;;;;;
189432;14/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;2921,55;RIBEIRAO DAS NEVES;MG;13/02/2025;14/02/2025;18/02/2025;Fevereiro;3;;;;;;
189436;22/12/2016;COMPANHEIRO(A);DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;9554,04;BELO HORIZONTE;MG;11/09/2019;14/02/2025;17/02/2025;Fevereiro;2;;;;;;
189437;09/01/2025;CONJUGE;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;41845,49;BELO HORIZONTE;MG;05/02/2025;14/02/2025;21/02/2025;Fevereiro;6;;;;;;
189438;09/01/2025;FILHO(A);ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;41845,49;BELO HORIZONTE;MG;05/02/2025;14/02/2025;21/02/2025;Fevereiro;6;;;;;;
189440;30/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;1942,38;POUSO ALEGRE;MG;10/02/2025;13/02/2025;21/02/2025;Fevereiro;7;;;;;;
189447;26/01/2025;COMPANHEIRO(A);POLICIA CIVIL;11744,9;CONTAGEM;MG;30/01/2025;11/02/2025;21/02/2025;Fevereiro;9;;;;;;
189450;10/12/2024;CONJUGE;SECRETARIA DE EDUCACAO;3022,2;PARAGUACU;MG;20/01/2025;18/02/2025;21/02/2025;Fevereiro;4;;;;;;
189452;30/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;3426,03;ARAGUARI;MG;04/02/2025;18/02/2025;21/02/2025;Fevereiro;4;;;;;;
189459;03/01/2025;CONJUGE;SEC DE PLANEJAMENTO E GESTAO;5139,3;PASSOS;MG;06/02/2025;18/02/2025;21/02/2025;Fevereiro;4;;;;;;
189475;26/01/2025;CONJUGE;SECRETARIA DA FAZENDA;26481,34;BUGRE;MG;12/02/2025;13/02/2025;21/02/2025;Fevereiro;7;;;;;;
189476;26/01/2025;FILHO(A);SECRETARIA DA FAZENDA;26481,34;BUGRE;MG;12/02/2025;13/02/2025;21/02/2025;Fevereiro;7;;;;;;
189477;15/12/2024;CONJUGE;SECRETARIA DA FAZENDA;4261,28;CRISTAIS;MG;22/01/2025;19/02/2025;21/02/2025;Fevereiro;3;;;;;;
189479;21/02/2025;FILHO(A) INVALIDO(A);SECRETARIA DA EDUCACAO;11203,3;POMPEU;MG;09/09/2024;09/09/2024;21/02/2025;Fevereiro;120;;;;;;
189482;12/12/2024;CONJUGE;SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;2643,9;SAO PEDRO DO AVAI;MG;12/12/2024;17/02/2025;21/02/2025;Fevereiro;5;;;;;;
189483;08/09/2024;FILHO(A);SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;2643,9;SAO PEDRO DO AVAI;MG;12/12/2024;17/02/2025;21/02/2025;Fevereiro;5;;;;;;
189484;09/01/2025;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;1518;CATUJI;MG;13/02/2025;19/02/2025;21/02/2025;Fevereiro;3;;;;;;
189485;31/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;2425,76;BETIM;MG;13/02/2025;19/02/2025;21/02/2025;Fevereiro;3;;;;;;
189487;22/02/2025;CONJUGE;SECRETARIA DA FAZENDA;33119,43;JUIZ DE FORA;MG;03/01/2025;28/01/2025;24/02/2025;Fevereiro;20;;;;;;
189490;18/01/2025;CONJUGE;SECRETARIA DE EDUCACAO;2605,71;SANTO ANTONIO DO MONTE;MG;18/02/2025;20/02/2025;21/02/2025;Fevereiro;2;;;;;;
189492;20/12/2024;CONJUGE;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG;3197,92;IPATINGA;MG;10/01/2025;04/02/2025;21/02/2025;Fevereiro;14;;;;;;
189497;08/11/2024;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1863,28;PATOS DE MINAS;MG;03/02/2025;20/02/2025;21/02/2025;Fevereiro;2;;;;;;
189500;28/01/2025;CONJUGE;SECRETARIA DE DESENVOLVIMENTO ECONOMICO;1633,61;BELO HORIZONTE;MG;14/02/2025;20/02/2025;21/02/2025;Fevereiro;2;;;;;;
189502;14/11/2024;CONJUGE;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2380,52;LUISBURGO;MG;14/11/2024;14/11/2024;24/02/2025;Fevereiro;73;;;;;;
189503;14/11/2024;FILHO(A);POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2380,52;LUISBURGO;MG;14/11/2024;14/11/2024;24/02/2025;Fevereiro;73;;;;;;
189504;14/11/2024;FILHO(A);POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2380,52;MANHUACU;MG;14/11/2024;14/11/2024;24/02/2025;Fevereiro;73;;;;;;
189506;08/11/2024;CONJUGE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;1518;ITAMBACURI;MG;22/01/2025;12/02/2025;21/02/2025;Fevereiro;8;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
